"variable","ins10","ins9.6","ins9.2","ins8.9","ins8.5","ins8.2","ins7.9","ins7.6","ins7.3","ins7","ins6.8","ins6.5","ins6.2","ins6","ins5.8","ins5.6","ins5.3","ins5.1","ins4.9","ins4.7","ins4.6","ins4.4","ins4.2","ins4.1","ins3.9","ins3.8","ins3.6","ins3.5","ins3.3","ins3.2","ins3.1","ins3","ins2.9","ins2.7","ins2.6","ins2.5","ins2.4","ins2.3","ins2.3.1","ins2.2","ins2.1","ins2","ins1.9","ins1.9.1","ins1.8","ins1.7","ins1.6","ins1.6.1","ins1.5","ins1.5.1","ins1.4","ins1.4.1","ins1.3","ins1.3.1","ins1.2","ins1.2.1","ins1.1","ins1.1.1","ins1","ins0.99","ins0.95","ins0.91","ins0.88","ins0.85","ins0.81","ins0.78","ins0.75","ins0.72","ins0.69","ins0.67","ins0.64","ins0.62","ins0.59","ins0.57","ins0.55","ins0.53","ins0.51","ins0.49","ins0.47","ins0.45","ins0.43","ins0.42","ins0.4","ins0.39","ins0.37","ins0.36","ins0.34","ins0.33","ins0.32","ins0.3","ins0.29","ins0.28","ins0.27","ins0.26","ins0.25","ins0.24","ins0.23","ins0.22","ins0.21","ins0.21.1","ins0.2","ins0.19","ins0.18","ins0.18.1","ins0.17","ins0.16","ins0.16.1","ins0.15","ins0.14","ins0.14.1","ins0.13","ins0.13.1","ins0.12","ins0.12.1","ins0.11","ins0.11.1","ins0.11.2","ins0.1","ins0.098","ins0.094","ins0.09","ins0.087","ins0.084","ins0.08","ins0.077","ins0.074","ins0.071","ins0.069","ins0.066","ins0.063","ins0.061","ins0.059","ins0.056","ins0.054","ins0.052","ins0.05","ins0.048","ins0.046","ins0.045","ins0.043","ins0.041","ins0.04","ins0.038","ins0.037","ins0.035","ins0.034","ins0.033","ins0.031","ins0.03","ins0.029","ins0.028","ins0.027","ins0.026","ins0.025","ins0.024","ins0.023","ins0.022","ins0.021","ins0.02","ins0.02.1","ins0.019","ins0.018","ins0.017","ins0.017.1","ins0.016","ins0.015","ins0.015.1","ins0.014","ins0.014.1","ins0.013","ins0.013.1","ins0.012","ins0.012.1","ins0.011","ins0.011.1","ins0.01","ins0.01.1","ins0.0097"
"IRm","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00","1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00"," 1.809657e+00"," 1.809657e+00","1.809657e+00"," 1.809657e+00","1.809657e+00","1.809657e+00","1.809657e+00"
"IRins","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"IRmYP","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","0.000000e+00"," 0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"IRiYP","9.884617e-31","-4.066994e-31","-3.225724e-31","2.401726e-31","-6.137340e-31","-6.179662e-31"," 4.269917e-31"," 1.002368e-31","1.597336e-31","1.224182e-31","-2.945193e-31","5.959404e-31","-9.113839e-32","6.640399e-31","-3.971604e-31","-1.240552e-31","-9.120211e-32","-6.702880e-32","-2.916679e-31","1.487070e-31","-6.598507e-31","1.595233e-31","-4.501507e-31","-2.934845e-31","-4.748932e-32","1.497217e-31"," 1.500370e-31","-2.616978e-32","1.138692e-31","-3.635510e-31","-2.020774e-31","-1.903555e-31","-6.643130e-31","1.833361e-31","-6.030449e-31","-1.469536e-31","4.555859e-31","-8.765792e-33","5.268641e-31","-3.670227e-31","-1.591457e-31"," 1.443585e-31","1.571667e-31"," 2.296947e-32","5.245402e-32","1.987380e-31","-1.749999e-31","2.779559e-31","2.601137e-31","1.900993e-32","4.083972e-31","2.350554e-32"," 5.376319e-31","1.473256e-31","3.104522e-32","-1.191505e-31","-1.681095e-32"," 1.619057e-31","-2.996169e-33","-9.951713e-32","-3.729348e-31","-1.762336e-32","1.477683e-31"," 2.009594e-31","2.679094e-31","-4.142069e-31","-2.484746e-30","8.150218e-31","-2.105769e-32","4.321701e-30","-7.325281e-31","-4.117095e-30","-1.354334e-31","3.346491e-31"," 9.161713e-32","4.819381e-30","-2.670777e-30"," 2.395822e-30","-5.884669e-30","-4.999402e-30","-1.499430e-30","-1.855702e-30","-2.803538e-30","2.694694e-30"," 3.734959e-31","-1.627414e-30","2.450464e-30","1.052292e-30","-1.767503e-30","3.365017e-30","-5.393235e-31","-2.696520e-32","1.457817e-30","4.755260e-31","-3.625263e-31","1.935011e-31","-4.387328e-31","9.871163e-31","-1.411378e-30","8.134559e-31","5.196573e-31","-1.262157e-30","-1.653794e-30"," 9.195186e-32","-5.610545e-31","1.317280e-31"," 7.065602e-33","-4.931964e-31","-3.589546e-31","1.979474e-31","2.626113e-31","-2.761464e-31","-8.182334e-31","-4.463103e-32","-7.230709e-31","3.850790e-31","-1.074571e-31"," 1.803607e-31","1.306663e-31","2.121582e-31","-7.127646e-32","-6.260336e-31","1.526185e-31","-2.773787e-32","2.362117e-31","2.091515e-32","1.258961e-31"," 1.779320e-32"," 1.510680e-31","7.979342e-32","5.371043e-32","-2.007630e-31","3.847106e-32","-1.211490e-31","-4.201832e-32","7.273879e-32","1.749745e-31","-1.217580e-31","1.364211e-31","-4.329287e-32","-1.411670e-31","-2.415673e-31"," 3.753169e-30","-1.688535e-31","-4.746300e-32","3.113648e-30","2.308865e-30","-6.196590e-30","6.296653e-30","-7.932063e-31","-2.870761e-30","-1.521254e-30"," 8.430933e-31"," 1.435454e-30","-3.511617e-30","1.131774e-30","-1.644269e-30","1.210641e-30","1.393852e-30"," 1.220528e-30","-2.294724e-31","4.466595e-31","-8.737328e-31","-1.130954e-30","-1.986531e-31","-1.620085e-31","-1.010785e-31","7.513627e-31"," 5.921754e-31","7.680458e-31","-1.160379e-31"," 3.605445e-32"," 3.517099e-31","4.885374e-31","-9.979326e-32","2.962065e-31","2.414913e-31","2.689344e-31"
"IRi","8.095375e-31","-1.339495e-30","-1.234037e-30","1.780434e-31","-1.502749e-31","-9.799458e-31","-1.243017e-31","-6.254408e-31","2.921425e-31","1.891362e-31","-7.826168e-31","1.150987e-30","-6.716911e-32","1.320185e-30","-1.263850e-30","-1.626228e-31"," 7.708042e-31"," 1.667795e-30","-1.172136e-30","4.099299e-31","-3.258837e-31","6.296885e-31","-9.604021e-31"," 6.210778e-31"," 1.563452e-31","3.183348e-31","-3.452272e-31","-2.100689e-32","4.392508e-31","-1.014649e-30","-1.722715e-30","-9.366890e-31","-4.917098e-31","1.203179e-31","-7.510335e-31","-5.213679e-31","9.800886e-31","-5.168980e-31","8.325045e-31","-7.757207e-31","-4.486018e-31","-3.228382e-31","3.302854e-31"," 1.143066e-31","4.581055e-31","1.717754e-31","-4.173282e-32","1.642402e-31","3.553719e-31","2.946752e-31","3.850615e-31","3.311642e-31","-5.319157e-32","3.515679e-32","1.932261e-31","-1.068471e-31","-5.027385e-31","-7.453620e-32"," 2.148501e-31","-5.294394e-32","-2.122222e-31","-6.158097e-31","1.228313e-31","-3.171956e-31","1.946402e-31","-5.471374e-31","-9.245803e-31","5.326851e-31"," 3.820688e-30","7.461772e-30","-2.761853e-30","-3.948656e-30"," 9.255142e-31","1.907411e-30"," 2.015224e-30","1.086769e-29","-5.161065e-30","-2.527158e-30","-1.203311e-29","-1.584234e-29"," 3.607995e-30","-5.865481e-30","-2.058276e-30","8.423687e-30","-1.053637e-30","-7.398481e-30","1.059576e-30","3.808912e-30","-4.725974e-30","2.356669e-30"," 2.185353e-30"," 8.679839e-31","8.928133e-31","1.798964e-30","-1.211233e-30","2.993118e-30","-1.585215e-31","6.320380e-31","-2.052460e-30","4.401763e-30","6.688367e-31","-4.714510e-30","-2.867425e-30","-9.216207e-32","-6.155863e-31","8.891356e-31","-1.937918e-30","-3.896975e-31","-1.036245e-30","3.088744e-31","7.156675e-32","-8.437854e-31","-8.288907e-31"," 5.042986e-31","-1.567839e-30","1.443247e-30","-8.150535e-31","-3.911696e-31","9.760923e-31","5.891303e-31"," 3.987630e-32","-1.427053e-30","3.141097e-31"," 3.353346e-31","8.289489e-31","2.219495e-31","5.026349e-31","-4.120940e-32","-3.390027e-32","1.774375e-31","1.386117e-31"," 1.408298e-31","3.466781e-32","-3.872719e-31","-9.866525e-33","2.327712e-31","2.709505e-31","-1.329199e-31","7.852957e-32"," 2.660276e-31","-2.267257e-31","-1.638281e-31","-8.640561e-31","-1.760487e-31","-8.993922e-32","1.938912e-29","8.037915e-30","-1.621839e-29","1.732860e-29","-6.897742e-30","-1.161436e-30"," 1.521059e-30","-5.551726e-30","-9.084588e-31","-5.879071e-30","9.083002e-31"," 1.526827e-31","2.187869e-30","4.898215e-30","-3.218439e-31","-1.088503e-30","1.079937e-30","-3.966948e-30","-9.388974e-31","-2.965545e-30","-5.167953e-31","-7.611382e-31","4.511440e-31","-1.541914e-30","3.035965e-30","-1.574929e-30"," 1.056441e-30","-2.143752e-31","1.537345e-30","-4.436895e-31","2.320878e-31","1.076608e-30","1.047121e-30"
"IRS1","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02","8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02"," 8.206243e-02"," 8.206243e-02","8.206243e-02"," 8.206243e-02","8.206243e-02","8.206243e-02","8.206243e-02"
"IRS1YP","8.218187e-33","-3.382020e-33","-2.636810e-33","1.451568e-33","-3.858118e-33","-2.500990e-33"," 2.881940e-33"," 1.281112e-33","1.645579e-33","7.512037e-34","-3.074284e-33","3.687948e-33"," 1.037123e-33","4.429905e-33","-3.319163e-33","-1.306290e-33","-1.325851e-33","-1.241454e-33","-2.316990e-33","1.249906e-33","-4.960066e-33","2.190189e-33","-5.573569e-33","-2.243587e-34","-4.208717e-34","1.437795e-33"," 1.116416e-33"," 2.610089e-34","1.418458e-33","-2.843594e-33","-1.345085e-33","-1.588880e-33","-3.379086e-33","1.634110e-33","-4.396241e-33","-6.347583e-34","2.471054e-33"," 1.028000e-34","4.184229e-33","-2.526019e-33","-1.054597e-33"," 1.712086e-33","5.834078e-34","-2.760657e-34","4.913602e-34","1.449725e-33","-1.023129e-33","2.218063e-33","1.747689e-33","2.651202e-34","2.203382e-33","3.256859e-34"," 4.104031e-33","9.175348e-34","2.423263e-34","-9.782236e-34","-1.350148e-34"," 1.480172e-33","-8.151584e-34","-4.150906e-34","-2.228887e-33","-2.448490e-34","1.049217e-33"," 1.671554e-33","1.721029e-33","-3.262491e-33","-1.760153e-32","1.022967e-32"," 2.807295e-35","3.347010e-32","-4.418935e-33","-3.230917e-32","-1.015258e-33","2.594403e-33","-8.957580e-33","3.807504e-32","-1.911615e-32"," 2.026612e-32","-4.497178e-32","-3.763443e-32","-1.110215e-32","-1.421997e-32","-2.126445e-32","1.972740e-32"," 2.254264e-33","-1.259137e-32","1.884068e-32","7.137882e-33","-1.479542e-32","2.526894e-32","-3.681877e-33","-1.686455e-34","1.119802e-32","3.231004e-33","-2.861746e-33","1.562014e-33","-3.589164e-33","7.367912e-33"," 2.552190e-33","6.027815e-33","4.738749e-33","-9.537912e-33","-1.221490e-32"," 6.923857e-34","-3.419067e-33","9.889872e-34"," 9.940481e-34","-3.755616e-33","-3.766296e-33","4.923349e-33","1.980731e-33","-2.305418e-33","-6.183645e-33"," 1.139251e-33","-5.338071e-33","3.314697e-33","-7.768174e-34"," 1.250980e-33","1.685700e-33","1.543392e-33","-5.330349e-34","-4.845356e-33","6.421672e-34","-1.186879e-34","1.817827e-33","3.006456e-34","9.570319e-34"," 8.051639e-35"," 1.169996e-33","6.700260e-34","7.009902e-34","-1.411355e-33","3.322671e-34","-8.682069e-34","-3.095883e-34","9.801188e-34","9.455608e-34","-9.594299e-34","1.031031e-33","-2.372252e-34","-9.661625e-34","-1.757497e-33"," 3.046599e-32","-1.431274e-33","-2.837070e-34","2.421733e-32","1.828917e-32","-4.796924e-32","4.810562e-32","-5.814979e-33","-2.137209e-32","-1.139110e-32"," 6.524567e-33"," 1.146996e-32","-2.731792e-32","9.756505e-33","-1.319140e-32","8.431828e-33","1.120889e-32"," 8.541954e-33","-1.879403e-33","2.850937e-33","-7.306445e-33","-8.917362e-33","-1.477352e-33","-1.186152e-33","-7.711054e-34","6.322114e-33"," 4.811925e-33","5.953990e-33","-7.314423e-34"," 2.362762e-35"," 2.403117e-33","3.963122e-33","-7.244114e-34","2.375221e-33","2.860027e-33","1.802443e-33"
"IRS1YPS307","5.517710e-31","-2.427933e-31","-1.711417e-31","9.069128e-32","-2.444609e-31","-1.577241e-31"," 1.873677e-31"," 7.156774e-32","1.228860e-31","4.387856e-32","-2.169134e-31","2.333460e-31"," 8.467430e-32","2.731701e-31","-2.191094e-31","-8.569651e-32","-9.604074e-32","-8.808890e-32","-1.481590e-31","6.819420e-32","-3.041378e-31","1.467773e-31","-3.646226e-31"," 1.169262e-32","-1.819594e-32","8.903965e-32"," 6.103073e-32"," 1.807662e-32","8.417269e-32","-1.629301e-31","-6.934626e-32","-7.736959e-32","-1.470171e-31","8.166498e-32","-2.040565e-31","-2.302960e-32","9.799270e-32"," 9.678409e-33","1.783827e-31","-1.006977e-31","-4.203862e-32"," 7.491753e-32","1.683906e-32","-1.103416e-32","1.939202e-32","4.973140e-32","-3.217818e-32","7.531266e-32","5.834243e-32","9.126262e-33","5.696862e-32","1.120342e-32"," 1.213574e-31","2.388401e-32","6.834458e-33","-2.938408e-32","-3.968707e-33"," 4.314367e-32","-3.099380e-32","-6.341442e-33","-4.865610e-32","-7.721325e-33","2.516705e-32"," 4.321123e-32","3.922337e-32","-8.068264e-32","-4.081852e-31","2.992648e-31"," 3.051392e-33","7.977196e-31","-8.888688e-32","-7.671158e-31","-2.343311e-32","6.080373e-32","-2.211430e-31","8.921085e-31","-4.230871e-31"," 4.859652e-31","-1.025042e-30","-8.479518e-31","-2.469511e-31","-3.216218e-31","-4.775114e-31","4.335315e-31"," 4.341488e-32","-2.841557e-31","4.240024e-31","1.485525e-31","-3.460015e-31","5.579376e-31","-7.666230e-32","-3.101829e-33","2.497838e-31","6.670908e-32","-6.462902e-32","3.563924e-32","-8.197720e-32","1.610614e-31"," 2.263553e-31","1.310556e-31","1.143089e-31","-2.095796e-31","-2.647764e-31"," 1.521642e-32","-6.484333e-32","2.144183e-32"," 3.369986e-32","-8.271701e-32","-9.575315e-32","1.563026e-31","4.333411e-32","-5.322679e-32","-1.355080e-31"," 4.303957e-32","-1.153044e-31","7.762320e-32","-1.655218e-32"," 2.597710e-32","4.558092e-32","3.304690e-32","-1.161030e-32","-1.074892e-31","7.737301e-33","-1.479382e-33","4.019004e-32","8.359308e-33","2.100417e-32"," 1.094102e-33"," 2.589713e-32","1.547568e-32","1.900781e-32","-2.955275e-32","7.782753e-33","-1.844690e-32","-6.670901e-33","2.681163e-32","1.599511e-32","-2.147824e-32","2.254683e-32","-4.065536e-33","-1.987780e-32","-3.757462e-32"," 6.913528e-31","-3.325243e-32","-5.288425e-33","5.379860e-31","4.101873e-31","-1.062760e-30","1.057738e-30","-1.247158e-31","-4.630633e-31","-2.480179e-31"," 1.445831e-31"," 2.584389e-31","-6.066330e-31","2.281853e-31","-2.977313e-31","1.756423e-31","2.535192e-31"," 1.783879e-31","-4.271474e-32","5.578728e-32","-1.685681e-31","-1.992792e-31","-3.193241e-32","-2.545845e-32","-1.694145e-32","1.461604e-31"," 1.094425e-31","1.319307e-31","-1.423443e-32","-2.492506e-33"," 4.927570e-32","9.002088e-32","-1.559700e-32","5.366884e-32","7.546515e-32","3.648645e-32"
